t,N,F,d,C,a,dadN,G_max,Delta_sqrt(G),R,Cyclic_Energy,Monotonic_Energy,Total_Energy,dU_cyc/dN,dU_tot/dN
[s],[cycles],[N],[mm],[mm/N],[mm],[mm/cycle],[N/mm],[N/mm],[-],[mJ],[mJ],[mJ],[mJ],[mJ]
3.87E+04,1.70E+05,4.79E+01,7.51E-01,1.26E-02,8.79E+01,2.94E-05,3.25E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.000208583,0.000218336
3.87E+04,1.70E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.94E-05,3.25E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.000208583,0.000218336
3.87E+04,1.70E+05,4.80E+01,7.50E-01,1.26E-02,8.79E+01,2.93E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.38E+02,0.000208443,0.000218191
3.87E+04,1.70E+05,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.93E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.38E+02,0.000208443,0.000218191
3.87E+04,170299,4.86E+01,7.53E-01,1.26E-02,8.79E+01,2.93E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.49E+01,2.39E+02,0.000208305,0.000218047
3.87E+04,1.70E+05,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.93E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.49E+01,2.39E+02,0.000208304,0.000218046
3.88E+04,170399,4.87E+01,7.52E-01,1.27E-02,8.79E+01,2.93E-05,3.25E-01,1.74E-01,2.51E-01,2.24E+02,1.51E+01,2.39E+02,0.000208166,0.000217902
3.88E+04,1.70E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.93E-05,3.25E-01,1.74E-01,2.51E-01,2.24E+02,1.51E+01,2.39E+02,0.000208165,0.000217902
3.88E+04,1.70E+05,4.75E+01,7.51E-01,1.25E-02,8.79E+01,2.93E-05,3.26E-01,1.76E-01,2.44E-01,2.24E+02,1.42E+01,2.38E+02,0.000208026,0.000217757
3.88E+04,170500,1.95E+02,2.60E+00,1.25E-02,8.79E+01,2.93E-05,3.26E-01,1.76E-01,2.44E-01,2.24E+02,1.42E+01,2.38E+02,0.000208025,0.000217756
3.88E+04,170599,4.87E+01,7.53E-01,1.27E-02,8.79E+01,2.93E-05,3.25E-01,1.74E-01,2.51E-01,2.24E+02,1.50E+01,2.39E+02,0.000207888,0.000217613
3.88E+04,1.71E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.93E-05,3.25E-01,1.74E-01,2.51E-01,2.24E+02,1.50E+01,2.39E+02,0.000207887,0.000217612
3.88E+04,170699,4.86E+01,7.53E-01,1.27E-02,8.79E+01,2.93E-05,3.25E-01,1.74E-01,2.50E-01,2.24E+02,1.50E+01,2.39E+02,0.000207749,0.000217469
3.88E+04,1.71E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.93E-05,3.25E-01,1.74E-01,2.50E-01,2.24E+02,1.50E+01,2.39E+02,0.000207749,0.000217468
3.88E+04,1.71E+05,4.76E+01,7.52E-01,1.25E-02,8.79E+01,2.92E-05,3.26E-01,1.76E-01,2.44E-01,2.24E+02,1.42E+01,2.38E+02,0.00020761,0.000217324
3.88E+04,170800,1.95E+02,2.60E+00,1.25E-02,8.79E+01,2.92E-05,3.26E-01,1.76E-01,2.44E-01,2.24E+02,1.42E+01,2.38E+02,0.000207609,0.000217323
3.89E+04,170899,4.86E+01,7.53E-01,1.27E-02,8.79E+01,2.92E-05,3.25E-01,1.73E-01,2.50E-01,2.24E+02,1.50E+01,2.39E+02,0.000207473,0.000217181
3.89E+04,1.71E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.92E-05,3.25E-01,1.73E-01,2.50E-01,2.24E+02,1.50E+01,2.39E+02,0.000207472,0.00021718
3.89E+04,170999,4.81E+01,7.54E-01,1.26E-02,8.79E+01,2.92E-05,3.25E-01,1.74E-01,2.48E-01,2.23E+02,1.46E+01,2.38E+02,0.000207335,0.000217037
3.89E+04,1.71E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.92E-05,3.25E-01,1.74E-01,2.48E-01,2.23E+02,1.46E+01,2.38E+02,0.000207334,0.000217037
3.89E+04,171099,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.92E-05,3.26E-01,1.75E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000207197,0.000216894
3.89E+04,171099,4.86E+01,7.52E-01,1.26E-02,8.79E+01,2.92E-05,3.26E-01,1.75E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000207197,0.000216894
3.89E+04,1.71E+05,4.76E+01,7.51E-01,1.26E-02,8.79E+01,2.92E-05,3.24E-01,1.74E-01,2.46E-01,2.23E+02,1.44E+01,2.37E+02,0.000207058,0.00021675
3.89E+04,1.71E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.92E-05,3.24E-01,1.74E-01,2.46E-01,2.23E+02,1.44E+01,2.37E+02,0.000207058,0.00021675
3.89E+04,171299,4.81E+01,7.52E-01,1.27E-02,8.79E+01,2.92E-05,3.24E-01,1.73E-01,2.49E-01,2.23E+02,1.47E+01,2.37E+02,0.000206921,0.000216607
3.89E+04,1.71E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.92E-05,3.24E-01,1.73E-01,2.49E-01,2.23E+02,1.47E+01,2.37E+02,0.000206921,0.000216606
3.90E+04,171399,4.86E+01,7.53E-01,1.26E-02,8.79E+01,2.91E-05,3.26E-01,1.75E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000206784,0.000216464
3.90E+04,171400,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.91E-05,3.26E-01,1.75E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000206783,0.000216463
3.90E+04,1.71E+05,4.75E+01,7.54E-01,1.27E-02,8.79E+01,2.91E-05,3.23E-01,1.74E-01,2.46E-01,2.22E+02,1.43E+01,2.36E+02,0.000206646,0.000216321
3.90E+04,1.71E+05,1.93E+02,2.60E+00,1.27E-02,8.79E+01,2.91E-05,3.23E-01,1.74E-01,2.46E-01,2.22E+02,1.43E+01,2.36E+02,0.000206646,0.000216321
3.90E+04,1.72E+05,4.80E+01,7.53E-01,1.26E-02,8.79E+01,2.91E-05,3.25E-01,1.75E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.000206509,0.000216178
3.90E+04,1.72E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.91E-05,3.25E-01,1.75E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.000206509,0.000216178
3.91E+04,171699,4.85E+01,7.52E-01,1.26E-02,8.79E+01,2.91E-05,3.25E-01,1.74E-01,2.49E-01,2.24E+02,1.49E+01,2.39E+02,0.000206373,0.000216036
3.91E+04,1.72E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.91E-05,3.25E-01,1.74E-01,2.49E-01,2.24E+02,1.49E+01,2.39E+02,0.000206372,0.000216036
3.91E+04,171799,4.84E+01,7.52E-01,1.26E-02,8.79E+01,2.91E-05,3.26E-01,1.74E-01,2.49E-01,2.24E+02,1.48E+01,2.39E+02,0.000206236,0.000215894
3.91E+04,171800,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.91E-05,3.26E-01,1.74E-01,2.49E-01,2.24E+02,1.48E+01,2.39E+02,0.000206235,0.000215893
3.91E+04,171899,4.85E+01,7.52E-01,1.27E-02,8.79E+01,2.91E-05,3.24E-01,1.73E-01,2.50E-01,2.24E+02,1.49E+01,2.38E+02,0.0002061,0.000215752
3.91E+04,1.72E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.91E-05,3.24E-01,1.73E-01,2.50E-01,2.24E+02,1.49E+01,2.38E+02,0.000206099,0.000215751
3.91E+04,1.72E+05,4.80E+01,7.51E-01,1.27E-02,8.79E+01,2.91E-05,3.24E-01,1.74E-01,2.48E-01,2.23E+02,1.46E+01,2.38E+02,0.000205963,0.000215609
3.91E+04,1.72E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.91E-05,3.24E-01,1.74E-01,2.48E-01,2.23E+02,1.46E+01,2.38E+02,0.000205963,0.000215609
3.91E+04,1.72E+05,4.79E+01,7.51E-01,1.27E-02,8.79E+01,2.90E-05,3.24E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.000205826,0.000215467
3.91E+04,1.72E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.90E-05,3.24E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.000205826,0.000215467
3.92E+04,1.72E+05,4.79E+01,7.52E-01,1.26E-02,8.79E+01,2.90E-05,3.26E-01,1.75E-01,2.46E-01,2.24E+02,1.44E+01,2.38E+02,0.00020569,0.000215326
3.92E+04,172200,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.90E-05,3.26E-01,1.75E-01,2.46E-01,2.24E+02,1.44E+01,2.38E+02,0.00020569,0.000215325
3.92E+04,1.72E+05,4.79E+01,7.52E-01,1.26E-02,8.79E+01,2.90E-05,3.25E-01,1.75E-01,2.46E-01,2.23E+02,1.44E+01,2.38E+02,0.000205555,0.000215184
3.92E+04,1.72E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.90E-05,3.25E-01,1.75E-01,2.46E-01,2.23E+02,1.44E+01,2.38E+02,0.000205555,0.000215184
3.92E+04,1.72E+05,4.77E+01,7.53E-01,1.26E-02,8.79E+01,2.90E-05,3.24E-01,1.74E-01,2.46E-01,2.23E+02,1.43E+01,2.37E+02,0.000205419,0.000215043
3.92E+04,1.72E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.90E-05,3.24E-01,1.74E-01,2.46E-01,2.23E+02,1.43E+01,2.37E+02,0.000205419,0.000215043
3.92E+04,172499,4.86E+01,7.53E-01,1.27E-02,8.79E+01,2.90E-05,3.24E-01,1.73E-01,2.51E-01,2.24E+02,1.50E+01,2.39E+02,0.000205284,0.000214903
3.92E+04,1.72E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.90E-05,3.24E-01,1.73E-01,2.51E-01,2.24E+02,1.50E+01,2.39E+02,0.000205283,0.000214902
3.93E+04,172599,4.81E+01,7.52E-01,1.26E-02,8.79E+01,2.90E-05,3.25E-01,1.74E-01,2.47E-01,2.24E+02,1.46E+01,2.38E+02,0.000205149,0.000214762
3.93E+04,172600,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.90E-05,3.25E-01,1.74E-01,2.47E-01,2.24E+02,1.46E+01,2.38E+02,0.000205147,0.000214761
3.93E+04,172699,4.82E+01,7.51E-01,1.27E-02,8.79E+01,2.89E-05,3.24E-01,1.74E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000205014,0.000214621
3.93E+04,1.73E+05,1.94E+02,2.60E+00,1.27E-02,8.79E+01,2.89E-05,3.24E-01,1.74E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000205013,0.000214621
3.93E+04,172799,4.81E+01,7.53E-01,1.27E-02,8.80E+01,2.89E-05,3.24E-01,1.74E-01,2.48E-01,2.23E+02,1.46E+01,2.38E+02,0.000204879,0.000214481
3.93E+04,1.73E+05,1.94E+02,2.60E+00,1.27E-02,8.80E+01,2.89E-05,3.24E-01,1.74E-01,2.48E-01,2.23E+02,1.46E+01,2.38E+02,0.000204878,0.00021448
3.93E+04,172899,4.87E+01,7.52E-01,1.27E-02,8.80E+01,2.89E-05,3.25E-01,1.74E-01,2.51E-01,2.24E+02,1.50E+01,2.39E+02,0.000204744,0.00021434
3.93E+04,172900,1.94E+02,2.60E+00,1.27E-02,8.80E+01,2.89E-05,3.25E-01,1.74E-01,2.51E-01,2.24E+02,1.50E+01,2.39E+02,0.000204742,0.000214339
3.93E+04,1.73E+05,4.75E+01,7.52E-01,1.26E-02,8.80E+01,2.89E-05,3.25E-01,1.75E-01,2.45E-01,2.23E+02,1.42E+01,2.37E+02,0.000204608,0.000214199
3.93E+04,173000,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.89E-05,3.25E-01,1.75E-01,2.45E-01,2.23E+02,1.42E+01,2.37E+02,0.000204608,0.000214199
3.94E+04,173099,4.86E+01,7.52E-01,1.27E-02,8.80E+01,2.89E-05,3.24E-01,1.73E-01,2.51E-01,2.24E+02,1.50E+01,2.39E+02,0.000204475,0.00021406
3.94E+04,1.73E+05,1.94E+02,2.60E+00,1.27E-02,8.80E+01,2.89E-05,3.24E-01,1.73E-01,2.51E-01,2.24E+02,1.50E+01,2.39E+02,0.000204474,0.000214059
3.94E+04,173199,4.80E+01,7.53E-01,1.26E-02,8.80E+01,2.89E-05,3.25E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.00020434,0.00021392
3.94E+04,173200,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.89E-05,3.25E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.000204339,0.000213919
3.94E+04,173299,4.81E+01,7.53E-01,1.26E-02,8.80E+01,2.88E-05,3.25E-01,1.74E-01,2.48E-01,2.23E+02,1.46E+01,2.38E+02,0.000204206,0.000213781
3.94E+04,173300,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.88E-05,3.25E-01,1.74E-01,2.48E-01,2.23E+02,1.46E+01,2.38E+02,0.000204205,0.000213779
3.94E+04,173399,4.84E+01,7.52E-01,1.27E-02,8.80E+01,2.88E-05,3.24E-01,1.73E-01,2.50E-01,2.23E+02,1.49E+01,2.38E+02,0.000204072,0.000213641
3.94E+04,1.73E+05,1.94E+02,2.60E+00,1.27E-02,8.80E+01,2.88E-05,3.24E-01,1.73E-01,2.50E-01,2.23E+02,1.49E+01,2.38E+02,0.000204071,0.00021364
3.95E+04,1.73E+05,4.77E+01,7.52E-01,1.27E-02,8.80E+01,2.88E-05,3.23E-01,1.73E-01,2.47E-01,2.22E+02,1.44E+01,2.36E+02,0.000203937,0.000213501
3.95E+04,1.73E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.88E-05,3.23E-01,1.73E-01,2.47E-01,2.22E+02,1.44E+01,2.36E+02,0.000203937,0.000213501
3.95E+04,1.74E+05,4.77E+01,7.52E-01,1.26E-02,8.80E+01,2.88E-05,3.24E-01,1.74E-01,2.46E-01,2.23E+02,1.43E+01,2.37E+02,0.000203804,0.000213362
3.95E+04,173600,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.88E-05,3.24E-01,1.74E-01,2.46E-01,2.23E+02,1.43E+01,2.37E+02,0.000203803,0.000213361
3.95E+04,173699,4.88E+01,7.52E-01,1.27E-02,8.80E+01,2.88E-05,3.25E-01,1.73E-01,2.51E-01,2.24E+02,1.51E+01,2.39E+02,0.000203671,0.000213224
3.95E+04,173700,1.94E+02,2.60E+00,1.27E-02,8.80E+01,2.88E-05,3.25E-01,1.73E-01,2.51E-01,2.24E+02,1.51E+01,2.39E+02,0.00020367,0.000213222
3.95E+04,173799,4.82E+01,7.51E-01,1.27E-02,8.80E+01,2.88E-05,3.23E-01,1.73E-01,2.49E-01,2.23E+02,1.48E+01,2.38E+02,0.000203538,0.000213085
3.95E+04,1.74E+05,1.94E+02,2.60E+00,1.27E-02,8.80E+01,2.88E-05,3.23E-01,1.73E-01,2.49E-01,2.23E+02,1.48E+01,2.38E+02,0.000203537,0.000213084
3.95E+04,173899,4.82E+01,7.52E-01,1.27E-02,8.80E+01,2.87E-05,3.23E-01,1.73E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000203404,0.000212946
3.95E+04,1.74E+05,1.94E+02,2.60E+00,1.27E-02,8.80E+01,2.87E-05,3.23E-01,1.73E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000203404,0.000212945
3.96E+04,1.74E+05,4.77E+01,7.53E-01,1.26E-02,8.80E+01,2.87E-05,3.24E-01,1.74E-01,2.46E-01,2.23E+02,1.43E+01,2.37E+02,0.000203271,0.000212807
3.96E+04,174000,1.94E+02,2.59E+00,1.26E-02,8.80E+01,2.87E-05,3.24E-01,1.74E-01,2.46E-01,2.23E+02,1.43E+01,2.37E+02,0.00020327,0.000212806
3.96E+04,174099,4.82E+01,7.52E-01,1.26E-02,8.80E+01,2.87E-05,3.24E-01,1.74E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000203138,0.000212669
3.96E+04,174100,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.87E-05,3.24E-01,1.74E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000203137,0.000212668
3.96E+04,174199,4.82E+01,7.52E-01,1.26E-02,8.80E+01,2.87E-05,3.24E-01,1.74E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000203006,0.000212531
3.96E+04,174200,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.87E-05,3.24E-01,1.74E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000203004,0.00021253
3.96E+04,174299,4.81E+01,7.52E-01,1.27E-02,8.80E+01,2.87E-05,3.23E-01,1.73E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000202873,0.000212393
3.96E+04,1.74E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.87E-05,3.23E-01,1.73E-01,2.49E-01,2.23E+02,1.47E+01,2.38E+02,0.000202873,0.000212392
3.97E+04,1.74E+05,4.80E+01,7.54E-01,1.26E-02,8.80E+01,2.87E-05,3.25E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.00020274,0.000212255
3.97E+04,174400,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.87E-05,3.25E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.38E+02,0.00020274,0.000212254
3.97E+04,174499,4.85E+01,7.52E-01,1.28E-02,8.80E+01,2.87E-05,3.23E-01,1.72E-01,2.51E-01,2.23E+02,1.50E+01,2.38E+02,0.000202609,0.000212118
3.97E+04,1.74E+05,1.93E+02,2.60E+00,1.28E-02,8.80E+01,2.87E-05,3.23E-01,1.72E-01,2.51E-01,2.23E+02,1.50E+01,2.38E+02,0.000202608,0.000212117
3.97E+04,1.75E+05,4.79E+01,7.52E-01,1.28E-02,8.80E+01,2.86E-05,3.22E-01,1.72E-01,2.49E-01,2.22E+02,1.47E+01,2.36E+02,0.000202476,0.00021198
3.97E+04,1.75E+05,1.92E+02,2.60E+00,1.28E-02,8.80E+01,2.86E-05,3.22E-01,1.72E-01,2.49E-01,2.22E+02,1.47E+01,2.36E+02,0.000202476,0.00021198
3.97E+04,174699,4.90E+01,7.53E-01,1.28E-02,8.80E+01,2.86E-05,3.24E-01,1.72E-01,2.53E-01,2.24E+02,1.53E+01,2.39E+02,0.000202345,0.000211843
3.97E+04,1.75E+05,1.94E+02,2.60E+00,1.28E-02,8.80E+01,2.86E-05,3.24E-01,1.72E-01,2.53E-01,2.24E+02,1.53E+01,2.39E+02,0.000202344,0.000211842
3.98E+04,1.75E+05,4.75E+01,7.53E-01,1.27E-02,8.80E+01,2.86E-05,3.23E-01,1.73E-01,2.46E-01,2.22E+02,1.43E+01,2.36E+02,0.000202212,0.000211705
3.98E+04,1.75E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.86E-05,3.23E-01,1.73E-01,2.46E-01,2.22E+02,1.43E+01,2.36E+02,0.000202212,0.000211705
3.98E+04,1.75E+05,4.76E+01,7.54E-01,1.27E-02,8.80E+01,2.86E-05,3.23E-01,1.73E-01,2.46E-01,2.22E+02,1.43E+01,2.36E+02,0.000202081,0.000211568
3.98E+04,1.75E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.86E-05,3.23E-01,1.73E-01,2.46E-01,2.22E+02,1.43E+01,2.36E+02,0.000202081,0.000211568
3.98E+04,1.75E+05,4.80E+01,7.54E-01,1.27E-02,8.80E+01,2.86E-05,3.24E-01,1.73E-01,2.48E-01,2.23E+02,1.46E+01,2.37E+02,0.000201949,0.000211431
3.98E+04,1.75E+05,1.94E+02,2.60E+00,1.27E-02,8.80E+01,2.86E-05,3.24E-01,1.73E-01,2.48E-01,2.23E+02,1.46E+01,2.37E+02,0.000201949,0.000211431
3.98E+04,175099,4.85E+01,7.53E-01,1.28E-02,8.80E+01,2.86E-05,3.23E-01,1.72E-01,2.51E-01,2.23E+02,1.50E+01,2.38E+02,0.000201819,0.000211295
3.98E+04,1.75E+05,1.93E+02,2.60E+00,1.28E-02,8.80E+01,2.86E-05,3.23E-01,1.72E-01,2.51E-01,2.23E+02,1.50E+01,2.38E+02,0.000201818,0.000211295
3.98E+04,1.75E+05,4.75E+01,7.54E-01,1.26E-02,8.80E+01,2.85E-05,3.24E-01,1.74E-01,2.45E-01,2.22E+02,1.42E+01,2.36E+02,0.000201687,0.000211158
3.98E+04,1.75E+05,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.85E-05,3.24E-01,1.74E-01,2.45E-01,2.22E+02,1.42E+01,2.36E+02,0.000201687,0.000211158
3.99E+04,1.75E+05,4.80E+01,7.53E-01,1.27E-02,8.80E+01,2.85E-05,3.22E-01,1.73E-01,2.49E-01,2.22E+02,1.47E+01,2.37E+02,0.000201556,0.000211022
3.99E+04,1.75E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.85E-05,3.22E-01,1.73E-01,2.49E-01,2.22E+02,1.47E+01,2.37E+02,0.000201556,0.000211022
3.99E+04,1.75E+05,4.74E+01,7.52E-01,1.26E-02,8.80E+01,2.85E-05,3.24E-01,1.75E-01,2.44E-01,2.23E+02,1.41E+01,2.37E+02,0.000201425,0.000210886
3.99E+04,175400,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.85E-05,3.24E-01,1.75E-01,2.44E-01,2.23E+02,1.41E+01,2.37E+02,0.000201425,0.000210885
3.99E+04,175499,4.80E+01,7.52E-01,1.27E-02,8.80E+01,2.85E-05,3.23E-01,1.73E-01,2.48E-01,2.22E+02,1.46E+01,2.37E+02,0.000201295,0.000210751
3.99E+04,1.75E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.85E-05,3.23E-01,1.73E-01,2.48E-01,2.22E+02,1.46E+01,2.37E+02,0.000201295,0.00021075
3.99E+04,1.76E+05,4.73E+01,7.51E-01,1.27E-02,8.80E+01,2.85E-05,3.22E-01,1.73E-01,2.46E-01,2.21E+02,1.42E+01,2.35E+02,0.000201164,0.000210614
3.99E+04,1.76E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.85E-05,3.22E-01,1.73E-01,2.46E-01,2.21E+02,1.42E+01,2.35E+02,0.000201164,0.000210614
4.00E+04,1.76E+05,4.74E+01,7.52E-01,1.27E-02,8.80E+01,2.85E-05,3.23E-01,1.74E-01,2.46E-01,2.22E+02,1.42E+01,2.36E+02,0.000201034,0.000210478
4.00E+04,1.76E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.85E-05,3.23E-01,1.74E-01,2.46E-01,2.22E+02,1.42E+01,2.36E+02,0.000201034,0.000210478
4.00E+04,175799,4.79E+01,7.53E-01,1.26E-02,8.80E+01,2.85E-05,3.24E-01,1.73E-01,2.47E-01,2.23E+02,1.45E+01,2.37E+02,0.000200905,0.000210344
4.00E+04,175800,1.94E+02,2.60E+00,1.26E-02,8.80E+01,2.85E-05,3.24E-01,1.73E-01,2.47E-01,2.23E+02,1.45E+01,2.37E+02,0.000200903,0.000210342
4.00E+04,1.76E+05,4.72E+01,7.50E-01,1.27E-02,8.80E+01,2.84E-05,3.22E-01,1.74E-01,2.45E-01,2.22E+02,1.41E+01,2.36E+02,0.000200774,0.000210208
4.00E+04,1.76E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.84E-05,3.22E-01,1.74E-01,2.45E-01,2.22E+02,1.41E+01,2.36E+02,0.000200774,0.000210208
4.00E+04,175999,4.84E+01,7.51E-01,1.28E-02,8.80E+01,2.84E-05,3.23E-01,1.72E-01,2.51E-01,2.23E+02,1.50E+01,2.38E+02,0.000200645,0.000210073
4.00E+04,1.76E+05,1.93E+02,2.60E+00,1.28E-02,8.80E+01,2.84E-05,3.23E-01,1.72E-01,2.51E-01,2.23E+02,1.50E+01,2.38E+02,0.000200644,0.000210072
4.00E+04,176099,4.78E+01,7.51E-01,1.27E-02,8.80E+01,2.84E-05,3.23E-01,1.73E-01,2.48E-01,2.22E+02,1.45E+01,2.37E+02,0.000200515,0.000209938
4.00E+04,1.76E+05,1.93E+02,2.60E+00,1.27E-02,8.80E+01,2.84E-05,3.23E-01,1.73E-01,2.48E-01,2.22E+02,1.45E+01,2.37E+02,0.000200514,0.000209937
4.01E+04,176199,4.91E+01,7.53E-01,1.29E-02,8.80E+01,2.84E-05,3.21E-01,1.70E-01,2.55E-01,2.23E+02,1.55E+01,2.38E+02,0.000200386,0.000209803
4.01E+04,1.76E+05,1.92E+02,2.60E+00,1.29E-02,8.80E+01,2.84E-05,3.21E-01,1.70E-01,2.55E-01,2.23E+02,1.55E+01,2.38E+02,0.000200385,0.000209803
4.01E+04,176299,4.78E+01,7.51E-01,1.27E-02,8.81E+01,2.84E-05,3.22E-01,1.73E-01,2.48E-01,2.22E+02,1.45E+01,2.37E+02,0.000200256,0.000209669
4.01E+04,1.76E+05,1.93E+02,2.60E+00,1.27E-02,8.81E+01,2.84E-05,3.22E-01,1.73E-01,2.48E-01,2.22E+02,1.45E+01,2.37E+02,0.000200256,0.000209668
4.01E+04,1.76E+05,4.75E+01,7.53E-01,1.26E-02,8.81E+01,2.84E-05,3.24E-01,1.74E-01,2.45E-01,2.22E+02,1.42E+01,2.37E+02,0.000200126,0.000209533
4.01E+04,176400,1.94E+02,2.60E+00,1.26E-02,8.81E+01,2.84E-05,3.24E-01,1.74E-01,2.45E-01,2.22E+02,1.42E+01,2.37E+02,0.000200126,0.000209533
4.02E+04,1.76E+05,4.74E+01,7.52E-01,1.27E-02,8.81E+01,2.83E-05,3.22E-01,1.73E-01,2.46E-01,2.21E+02,1.43E+01,2.36E+02,0.000199997,0.000209399
4.02E+04,1.76E+05,1.93E+02,2.60E+00,1.27E-02,8.81E+01,2.83E-05,3.22E-01,1.73E-01,2.46E-01,2.21E+02,1.43E+01,2.36E+02,0.000199997,0.000209399
4.02E+04,1.77E+05,4.69E+01,7.52E-01,1.26E-02,8.81E+01,2.83E-05,3.23E-01,1.74E-01,2.43E-01,2.22E+02,1.39E+01,2.35E+02,0.000199869,0.000209265
4.02E+04,176600,1.94E+02,2.60E+00,1.26E-02,8.81E+01,2.83E-05,3.23E-01,1.74E-01,2.43E-01,2.22E+02,1.39E+01,2.35E+02,0.000199868,0.000209264
4.02E+04,176699,4.78E+01,7.51E-01,1.27E-02,8.81E+01,2.83E-05,3.23E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.37E+02,0.00019974,0.000209132
4.02E+04,176700,1.94E+02,2.60E+00,1.27E-02,8.81E+01,2.83E-05,3.23E-01,1.74E-01,2.47E-01,2.23E+02,1.45E+01,2.37E+02,0.000199739,0.00020913
4.02E+04,176799,4.78E+01,7.53E-01,1.27E-02,8.81E+01,2.83E-05,3.23E-01,1.73E-01,2.47E-01,2.23E+02,1.45E+01,2.37E+02,0.000199612,0.000208998
4.02E+04,176800,1.94E+02,2.60E+00,1.27E-02,8.81E+01,2.83E-05,3.23E-01,1.73E-01,2.47E-01,2.23E+02,1.45E+01,2.37E+02,0.000199611,0.000208996
